hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude
City Hotel,1,192,2023,December,1,21,3,0,1,3,0,0,HB,GBR,Offline TA,Direct,0,0,2,H,G,3,No Deposit,9,,13,Transient,405.8948758956154,2,3,Canceled,2023-08-05,31.29119755015174,121.58307155583928
City Hotel,0,145,2023,April,6,16,6,3,3,1,1,1,SC,FRA,Online TA,TA/TO,0,0,1,E,A,0,No Deposit,13,6,20,Transient,320.2099204734623,1,4,Check-Out,2022-05-23,31.294168602085556,121.4549402241367
City Hotel,1,338,2023,April,12,8,16,1,4,2,1,1,FB,ESP,Online TA,TA/TO,1,2,0,B,G,0,No Deposit,18,,18,Transient,484.959899481963,1,0,Canceled,2022-03-31,31.267196416186508,121.58119233265528
City Hotel,0,76,2022,March,4,49,18,3,2,1,0,1,FB,CHN,Corporate,TA/TO,0,0,4,B,F,3,Refundable,4,,25,Transient,279.4088251571843,2,3,Check-Out,2023-06-23,31.132729877440116,121.40921069463982
Resort Hotel,0,231,2023,November,9,40,22,2,1,3,3,0,BB,FRA,Corporate,TA/TO,0,2,4,B,E,3,No Deposit,4,,18,Transient,76.29278341305586,1,1,Check-Out,2023-03-21,31.27722070532041,121.48279302567298
City Hotel,0,335,2023,September,3,43,11,1,0,3,3,1,HB,DEU,Groups,Corporate,0,2,0,H,F,4,No Deposit,8,,13,Transient-Party,58.02077562716933,2,0,Check-Out,2022-04-25,31.14306949138371,121.45888195855427
Resort Hotel,0,159,2023,August,9,45,9,1,2,1,1,0,FB,USA,Corporate,TA/TO,0,2,4,B,G,3,No Deposit,15,,25,Transient-Party,446.9933370173945,2,1,Check-Out,2023-06-19,31.297644222906392,121.49118707094873
Resort Hotel,0,217,2023,February,7,47,12,1,12,2,3,0,SC,DEU,Groups,TA/TO,0,1,0,E,H,0,No Deposit,6,,14,Transient,469.90788715857934,1,3,Check-Out,2023-09-22,31.247780480811606,121.58546783883783
City Hotel,0,290,2023,January,12,52,15,0,1,1,1,1,BB,PRT,Offline TA,TA/TO,0,0,0,F,B,4,No Deposit,12,,29,Transient,354.27808193714293,1,1,Check-Out,2022-05-22,31.129550632034853,121.45499805835732
City Hotel,0,240,2023,August,12,40,2,4,14,3,0,0,SC,CHN,Direct,TA/TO,0,0,2,A,E,0,Refundable,14,,8,Transient-Party,146.1616038592951,1,4,Check-Out,2022-11-01,31.2743648844962,121.46936833591775
City Hotel,1,41,2022,June,6,35,23,4,8,4,0,1,FB,CHN,Groups,Direct,0,0,0,E,H,2,No Deposit,10,,23,Transient,453.3769350022545,1,0,Canceled,2023-05-04,31.286248510105278,121.50095715686822
Resort Hotel,0,308,2023,May,4,14,28,0,11,1,1,0,FB,FRA,Corporate,Direct,0,0,2,H,C,3,No Deposit,4,,25,Transient,123.3450678223737,0,4,Check-Out,2022-07-12,31.278940019601237,121.47189875136988
Resort Hotel,1,191,2022,July,5,15,8,0,3,3,1,1,BB,CHN,Corporate,TA/TO,1,0,3,D,F,3,No Deposit,6,,18,Group,459.2717654672436,1,4,Canceled,2023-11-24,31.21651324298355,121.52873919748541
Resort Hotel,0,201,2023,February,5,16,7,0,11,4,1,1,SC,GBR,Corporate,Corporate,0,2,4,F,A,4,Refundable,20,,0,Transient,359.4967872579197,0,2,Check-Out,2023-12-22,31.259297695717773,121.49199272684427
City Hotel,1,162,2023,December,9,49,23,2,0,1,3,0,FB,ESP,Online TA,TA/TO,0,0,2,H,E,0,No Deposit,16,,5,Transient,287.9574415919567,2,3,Canceled,2022-04-17,31.196558821742105,121.51535197877335
City Hotel,1,97,2022,March,1,11,23,4,7,4,0,0,SC,DEU,Offline TA,Corporate,0,0,3,F,F,1,No Deposit,15,,0,Transient-Party,416.6958151836803,2,4,Canceled,2023-01-30,31.2623425250827,121.52702015501417
Resort Hotel,0,72,2023,June,9,31,14,0,0,4,1,0,SC,FRA,Groups,Direct,0,1,0,D,D,0,No Deposit,8,,17,Transient,460.88835970888914,1,0,Check-Out,2023-07-15,31.182458137358765,121.54265440210743
Resort Hotel,0,197,2022,June,12,24,14,1,5,1,2,0,HB,DEU,Offline TA,Corporate,0,2,4,B,B,2,No Deposit,18,,17,Transient,431.9293076528973,0,2,No-Show,2023-08-18,31.233041350699523,121.435699411433
Resort Hotel,0,62,2023,July,12,8,26,2,5,3,1,1,SC,PRT,Direct,Direct,0,1,3,G,B,4,Non Refund,7,,0,Transient,469.0694709638368,0,3,Check-Out,2023-03-08,31.139405226406726,121.53879081621224
City Hotel,0,130,2022,February,5,28,15,2,11,3,2,0,HB,ESP,Direct,Corporate,0,2,1,D,D,4,Refundable,3,,29,Group,241.00787048190207,1,2,Check-Out,2023-10-14,31.25048275121337,121.54601553792732
City Hotel,0,132,2022,August,2,9,8,3,8,3,1,0,HB,CHN,Corporate,TA/TO,0,0,2,G,H,3,No Deposit,12,,13,Transient,63.74033005492228,2,1,Check-Out,2023-07-22,31.173600194450028,121.57013843256058
Resort Hotel,1,316,2022,September,11,50,26,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,1,0,A,E,0,No Deposit,13,7,11,Transient,202.5864398949548,0,4,Canceled,2023-10-10,31.270032533815222,121.533190421163
Resort Hotel,0,47,2023,July,11,52,8,1,2,3,1,0,SC,GBR,Corporate,TA/TO,0,1,2,H,B,1,Non Refund,14,,26,Transient-Party,138.16956368088682,2,3,Check-Out,2023-08-04,31.268715140758147,121.5453714448536
Resort Hotel,1,333,2023,January,5,12,27,4,3,4,2,0,FB,USA,Offline TA,Corporate,0,2,4,F,E,0,No Deposit,11,,15,Contract,222.40247596851069,2,3,Canceled,2022-11-19,31.23279195029857,121.57664036639383
Resort Hotel,0,43,2023,September,10,4,13,4,4,1,1,0,SC,GBR,Groups,Corporate,1,0,1,D,F,0,Refundable,15,,13,Transient,291.43065720744863,1,3,Check-Out,2023-06-12,31.296245366569977,121.43765814480822
City Hotel,0,265,2022,May,4,23,8,0,12,1,1,0,BB,USA,Corporate,Direct,0,2,0,B,A,2,No Deposit,12,1,11,Transient,356.31343492649006,1,4,Check-Out,2022-06-05,31.2673725214913,121.44784336292
City Hotel,0,254,2022,May,2,37,16,1,11,3,3,1,HB,FRA,Direct,Corporate,0,0,1,G,G,4,No Deposit,10,,9,Transient,223.10385873615803,2,3,Check-Out,2022-07-18,31.103134792282592,121.59209828885228
City Hotel,0,140,2023,February,6,34,9,3,5,2,3,1,BB,CHN,Offline TA,Direct,1,1,2,B,D,0,No Deposit,5,,17,Contract,369.22972712456817,1,1,Check-Out,2022-11-13,31.299853765064867,121.57089534475776
Resort Hotel,0,44,2023,July,3,13,9,0,8,2,1,0,FB,PRT,Corporate,Direct,0,2,2,H,C,2,Refundable,3,,4,Transient,322.73739714691834,0,2,Check-Out,2022-11-07,31.104570293825457,121.51479752412747
Resort Hotel,0,364,2022,July,10,35,23,1,10,4,1,0,SC,GBR,Direct,Direct,0,2,1,A,F,2,No Deposit,4,,1,Contract,56.9912552978391,1,2,Check-Out,2022-08-05,31.241550051520267,121.54341016786644
City Hotel,0,114,2022,June,7,12,13,3,7,2,2,1,SC,USA,Corporate,Corporate,0,0,4,E,A,3,No Deposit,20,,23,Group,400.82849262238085,1,3,Check-Out,2023-01-27,31.209613644952412,121.45025834197068
City Hotel,0,236,2022,January,10,26,13,2,5,1,3,1,SC,CHN,Groups,Corporate,0,0,0,B,E,4,No Deposit,12,,28,Transient,202.9318963721271,2,3,Check-Out,2023-03-23,31.266339011725442,121.56501219737714
City Hotel,0,248,2022,August,8,31,2,1,1,1,0,1,BB,CHN,Online TA,Direct,0,1,3,D,C,4,No Deposit,8,,21,Group,79.77145666396359,0,3,Check-Out,2022-04-03,31.186167287638117,121.50895896820508
City Hotel,0,244,2022,April,6,29,14,1,14,1,1,0,SC,FRA,Direct,Direct,1,0,2,G,A,0,No Deposit,16,,6,Transient,358.6087910811094,1,1,Check-Out,2022-10-18,31.28966997111191,121.55278736419545
Resort Hotel,1,274,2022,November,7,48,11,3,14,2,1,0,SC,USA,Online TA,Corporate,0,0,3,H,B,1,No Deposit,16,,14,Transient,423.12515513737975,2,4,Canceled,2023-08-16,31.25619198978217,121.43151781249823
Resort Hotel,0,13,2023,March,8,47,15,4,1,4,1,1,HB,GBR,Offline TA,TA/TO,0,0,0,G,B,1,No Deposit,9,,0,Transient,453.24689358275396,0,4,Check-Out,2023-03-28,31.27654341014869,121.54334451926867
Resort Hotel,0,308,2022,July,1,12,22,3,4,2,2,1,BB,ESP,Groups,Corporate,0,1,3,F,F,4,No Deposit,8,,26,Transient,488.5212646903022,0,4,Check-Out,2023-02-10,31.17104344092859,121.51076789344134
City Hotel,0,151,2022,August,5,13,23,1,2,2,1,0,BB,ESP,Corporate,Corporate,0,0,0,H,E,3,No Deposit,18,,22,Transient,365.93440413791205,2,3,Check-Out,2023-11-22,31.277664848595837,121.46367393393542
Resort Hotel,1,67,2023,September,6,9,28,3,3,4,0,0,HB,FRA,Groups,Direct,0,0,2,B,H,0,Non Refund,10,,27,Contract,127.25994078874565,1,1,Canceled,2022-07-05,31.260495293773605,121.4871510059587
Resort Hotel,0,312,2023,June,5,36,10,2,4,3,0,0,BB,ITA,Offline TA,Corporate,0,1,4,F,H,3,No Deposit,10,,0,Transient,287.32737872959956,1,2,Check-Out,2023-07-31,31.12963339001956,121.44426590076448
Resort Hotel,0,52,2023,May,3,18,18,4,6,4,0,1,BB,ESP,Offline TA,Corporate,0,2,4,B,E,3,Non Refund,13,,3,Transient,187.31014724610114,1,0,Check-Out,2023-04-10,31.225463065043222,121.4214079225455
Resort Hotel,1,115,2023,October,8,50,27,0,0,2,2,0,HB,ITA,Corporate,Corporate,0,0,0,B,D,0,Refundable,8,,18,Transient,233.87934721065932,1,3,Canceled,2022-02-17,31.213699911893215,121.40074406244969
City Hotel,0,256,2023,October,6,27,1,2,12,1,3,0,HB,USA,Groups,Corporate,0,2,1,H,F,0,No Deposit,17,,1,Transient-Party,87.42736813479219,0,0,Check-Out,2022-03-14,31.113794027391606,121.58747694098597
City Hotel,0,142,2022,January,6,7,7,2,1,1,2,0,SC,DEU,Corporate,Direct,0,2,3,H,B,3,No Deposit,5,,8,Transient,315.3997957014893,2,1,Check-Out,2022-02-11,31.274383593880895,121.59553478479067
Resort Hotel,0,153,2022,August,3,1,13,0,7,2,3,1,FB,ITA,Offline TA,Direct,0,2,4,E,C,3,No Deposit,13,,21,Transient,350.3207350400916,1,4,Check-Out,2023-04-30,31.10415695724643,121.47384574468586
City Hotel,0,280,2022,March,5,27,3,4,4,1,2,1,FB,GBR,Offline TA,Direct,0,0,3,F,C,3,No Deposit,2,,0,Contract,428.373118118314,0,2,Check-Out,2022-12-07,31.287739457888275,121.44729484436434
City Hotel,0,15,2023,September,5,8,7,4,8,3,1,1,FB,CHN,Groups,Direct,0,1,4,C,G,0,No Deposit,7,,23,Transient,221.38348328386408,0,4,Check-Out,2023-04-25,31.177252924366655,121.50129219312102
City Hotel,1,94,2022,December,1,46,11,0,10,2,1,0,SC,GBR,Direct,Corporate,0,1,3,H,D,1,No Deposit,12,,20,Transient,219.09225972135917,1,2,Canceled,2022-10-30,31.122987713348717,121.58209399214965
City Hotel,0,134,2023,November,11,26,5,0,8,4,2,1,HB,ITA,Corporate,Corporate,1,1,0,C,A,3,No Deposit,6,,28,Transient-Party,245.27772219984544,2,0,Check-Out,2022-12-12,31.211077073090095,121.52477786110087
City Hotel,1,354,2022,December,2,40,16,4,2,4,3,0,FB,USA,Offline TA,Corporate,0,0,2,A,F,2,No Deposit,19,,25,Transient,493.10981772093334,1,0,Canceled,2022-10-04,31.167623756731743,121.41776749595837
Resort Hotel,0,210,2022,January,6,22,20,1,12,4,0,1,SC,FRA,Online TA,Direct,0,1,3,C,F,2,No Deposit,11,,18,Transient,277.3958763928333,1,0,Check-Out,2022-12-06,31.255792998954295,121.53523082532814
City Hotel,0,211,2022,December,12,24,18,2,8,3,1,1,HB,GBR,Corporate,Corporate,0,2,2,C,G,2,No Deposit,10,,14,Transient,160.7168921436521,2,2,Check-Out,2022-06-22,31.102735767527182,121.44852300001772
Resort Hotel,0,23,2023,February,10,1,19,0,8,3,2,1,FB,ESP,Online TA,Corporate,0,0,4,A,E,0,No Deposit,3,5,28,Transient,415.8058902128421,0,1,No-Show,2023-06-29,31.293037127632022,121.42564168259649
City Hotel,0,25,2022,November,1,36,14,2,9,3,1,1,FB,ESP,Online TA,Corporate,0,0,3,C,C,2,Refundable,11,,29,Transient,157.1395800875173,2,1,Check-Out,2022-08-05,31.200589708334714,121.5995050719361
Resort Hotel,0,46,2023,March,4,17,10,4,1,3,2,1,FB,USA,Corporate,Corporate,0,2,0,G,A,4,No Deposit,,,19,Transient,472.6954771193514,1,2,Check-Out,2022-05-11,31.102242305005987,121.57615116087602
City Hotel,0,259,2022,April,3,47,10,4,0,2,3,0,HB,FRA,Online TA,Direct,0,0,2,D,G,4,No Deposit,6,,11,Transient,414.2815224911441,2,3,Check-Out,2023-08-29,31.113910956917675,121.50923858996471
City Hotel,0,259,2023,February,10,24,15,0,3,1,1,0,HB,ESP,Offline TA,Direct,0,1,3,A,G,1,No Deposit,20,,28,Transient,158.80485945289757,1,4,Check-Out,2023-04-02,31.139558000475734,121.42559785376405
City Hotel,0,173,2022,March,12,9,19,0,5,1,3,1,FB,FRA,Online TA,Corporate,0,2,4,A,D,4,Refundable,17,,27,Transient,451.79385664891095,0,4,Check-Out,2022-08-13,31.176718310484166,121.40237913048287
City Hotel,1,322,2022,July,6,26,22,1,4,4,0,1,SC,FRA,Groups,Corporate,0,1,0,H,C,0,Non Refund,17,,5,Group,458.21703285456175,1,2,Canceled,2022-04-08,31.127186437699716,121.56101356028444
Resort Hotel,1,258,2023,May,6,38,1,1,7,3,1,0,SC,FRA,Online TA,TA/TO,0,0,3,A,G,1,No Deposit,9,,19,Transient-Party,284.864780231683,1,4,Canceled,2023-07-23,31.142768675484266,121.52701865857637
City Hotel,1,149,2022,April,7,52,7,3,14,3,2,1,FB,FRA,Groups,TA/TO,0,2,3,E,G,2,No Deposit,18,,8,Transient,258.64505349590127,2,1,Canceled,2023-11-12,31.171266047700037,121.52310720832573
City Hotel,0,15,2022,May,2,19,27,1,11,2,2,0,BB,CHN,Groups,Corporate,0,1,3,E,C,3,No Deposit,7,,19,Transient,495.4400146873373,0,1,Check-Out,2022-12-11,31.258188712686337,121.58927873678206
City Hotel,1,198,2022,July,5,43,14,4,10,3,1,1,FB,USA,Corporate,Corporate,1,0,2,F,D,4,No Deposit,1,,16,Transient,195.99638368526146,1,1,Canceled,2023-10-02,31.185962539411626,121.48032540504549
City Hotel,1,311,2023,August,9,3,27,0,8,3,2,1,HB,PRT,Online TA,TA/TO,0,0,3,G,C,3,No Deposit,3,8,29,Transient,179.36024377305787,1,3,Canceled,2022-01-13,31.111945677457015,121.5462389261447
City Hotel,0,319,2022,June,2,30,7,0,12,1,0,0,BB,CHN,Offline TA,Corporate,0,1,2,B,C,0,No Deposit,15,,23,Transient-Party,428.872660919864,2,1,Check-Out,2022-07-17,31.138480032867324,121.40255974040609
City Hotel,1,327,2022,June,5,24,18,0,8,1,2,1,BB,DEU,Online TA,TA/TO,0,2,0,A,F,0,Refundable,2,,20,Transient,71.38900979765077,2,1,Canceled,2023-12-21,31.16164027032668,121.55868434977059
City Hotel,0,316,2022,April,10,1,14,2,1,1,1,1,FB,PRT,Direct,Direct,0,2,2,E,F,0,No Deposit,7,,20,Transient,347.84146532526546,1,3,No-Show,2022-11-30,31.171933068891263,121.46413380640439
Resort Hotel,0,212,2022,December,10,7,14,3,2,1,2,1,BB,DEU,Corporate,Corporate,0,0,2,D,G,3,Refundable,5,,16,Transient,256.08592313009495,0,3,Check-Out,2023-02-23,31.266829480281753,121.42681439246635
Resort Hotel,0,2,2023,May,7,7,3,2,0,2,0,1,HB,USA,Offline TA,TA/TO,0,2,2,G,E,3,No Deposit,10,,26,Transient,322.5802777453114,1,0,Check-Out,2022-10-10,31.166223795580244,121.58222714819347
Resort Hotel,0,291,2022,February,12,4,5,1,12,1,2,0,HB,ESP,Direct,Corporate,0,2,2,F,B,2,No Deposit,18,,7,Transient,441.45102481920793,2,0,No-Show,2023-08-25,31.108653279678197,121.47118247898614
City Hotel,0,30,2022,December,5,5,17,2,9,2,0,1,HB,PRT,Direct,TA/TO,0,1,3,D,A,0,No Deposit,8,,15,Transient,490.5917040445826,2,3,Check-Out,2023-07-04,31.13984824274864,121.44185287462125
City Hotel,0,104,2023,January,1,31,6,1,0,4,3,0,SC,ESP,Online TA,Corporate,1,2,2,G,E,1,No Deposit,18,,4,Transient,381.69604993421507,0,3,Check-Out,2023-01-06,31.278641136660415,121.54887279568327
City Hotel,0,237,2022,August,1,8,10,0,5,4,2,1,SC,PRT,Offline TA,TA/TO,0,2,4,E,C,2,No Deposit,14,,25,Transient,475.12464197693095,0,2,Check-Out,2022-01-18,31.13055036034384,121.54681469278027
City Hotel,1,230,2023,February,9,8,23,4,3,1,2,1,BB,DEU,Groups,Corporate,0,1,1,C,B,0,No Deposit,13,,24,Transient,429.3243769977398,1,4,Canceled,2023-06-27,31.153231998737382,121.55326908183912
City Hotel,1,342,2023,June,11,15,26,1,4,4,2,0,FB,FRA,Direct,TA/TO,0,0,1,A,F,4,Non Refund,20,,9,Transient,181.40344362050217,1,4,Canceled,2022-07-03,31.283789366608517,121.54866251255378
City Hotel,1,244,2022,December,9,34,17,2,0,1,1,0,HB,PRT,Offline TA,Direct,0,0,4,H,F,1,No Deposit,4,,9,Transient-Party,385.71489167568404,2,2,Canceled,2022-10-03,31.124028943975993,121.46978887146625
City Hotel,0,6,2022,October,5,18,10,1,13,2,0,1,BB,USA,Groups,Corporate,0,0,3,C,C,0,No Deposit,1,,15,Contract,302.79525449015136,2,0,Check-Out,2022-03-18,31.1800697161546,121.46767397148527
Resort Hotel,0,166,2022,August,12,39,30,4,0,4,3,1,FB,CHN,Direct,Corporate,0,2,0,H,G,3,No Deposit,11,,26,Transient,214.7972371905382,2,3,Check-Out,2023-10-15,31.174751018841476,121.46581308158194
Resort Hotel,1,147,2022,January,12,13,7,3,8,1,2,0,SC,PRT,Groups,Corporate,0,0,3,H,D,4,No Deposit,1,10,22,Transient,381.91149791972975,2,0,Canceled,2023-10-26,31.100734699393588,121.40545852134221
Resort Hotel,1,185,2023,March,11,25,22,1,3,2,3,1,FB,ESP,Corporate,Corporate,0,2,0,E,F,4,No Deposit,2,,15,Transient,63.84988321512823,2,3,Canceled,2023-03-25,31.10035443837693,121.50796390569933
City Hotel,0,201,2023,November,4,29,19,3,8,2,1,1,BB,USA,Groups,Corporate,0,0,4,A,G,4,No Deposit,17,,29,Transient,432.1179893457074,0,4,No-Show,2023-04-08,31.185352835029352,121.58084654715206
Resort Hotel,0,140,2023,December,1,17,14,2,14,4,0,0,HB,DEU,Direct,TA/TO,0,0,4,E,C,4,No Deposit,9,,13,Group,158.79369902695151,1,1,Check-Out,2023-04-21,31.179056082319715,121.40129905417773
Resort Hotel,1,172,2022,August,10,6,30,3,13,3,3,1,HB,ESP,Online TA,Corporate,0,2,0,D,G,0,Refundable,1,1,7,Transient,267.3283133591583,1,2,Canceled,2022-04-26,31.220226361173765,121.55735391372158
City Hotel,0,352,2023,June,8,29,3,3,6,1,2,1,HB,ITA,Corporate,Direct,0,2,3,B,F,1,No Deposit,10,,25,Transient,349.420749915027,0,3,No-Show,2023-03-18,31.152425007665894,121.47799920929592
Resort Hotel,0,285,2023,January,11,20,27,3,1,4,3,0,SC,PRT,Direct,Corporate,0,0,3,C,A,2,No Deposit,3,,3,Transient,336.2905422614458,0,0,Check-Out,2022-09-25,31.170885628020606,121.4099383093631
Resort Hotel,1,24,2023,March,2,20,29,1,5,4,0,1,HB,PRT,Corporate,Direct,0,0,3,F,A,0,No Deposit,16,,28,Transient,303.583762246736,1,1,Canceled,2022-08-12,31.152827439842827,121.59795132921917
City Hotel,1,193,2023,June,4,18,14,3,1,3,0,1,BB,ESP,Corporate,Corporate,0,0,4,E,E,1,No Deposit,12,,18,Transient-Party,218.43440952132147,0,2,Canceled,2023-05-07,31.21622439106572,121.53436947639497
Resort Hotel,0,307,2022,April,8,5,1,2,10,4,0,0,FB,FRA,Direct,Direct,0,0,0,A,E,2,No Deposit,18,,12,Transient,63.72709569541609,1,0,Check-Out,2023-09-17,31.19649955970381,121.5630199740903
City Hotel,0,147,2023,September,11,28,14,0,2,1,2,1,FB,USA,Online TA,Corporate,0,1,3,C,E,4,No Deposit,13,,18,Transient,283.9841156549212,1,0,Check-Out,2023-07-26,31.208823978158446,121.51578465620547
Resort Hotel,0,360,2023,September,11,14,2,3,12,2,1,0,BB,USA,Corporate,Corporate,1,2,1,G,H,1,Refundable,16,,8,Transient,166.64413590354573,2,4,Check-Out,2023-08-09,31.154232368780388,121.49101026918837
Resort Hotel,0,38,2022,April,11,40,9,1,10,1,1,0,HB,USA,Groups,TA/TO,0,1,1,B,B,3,No Deposit,4,,3,Transient,372.8673330039926,2,2,Check-Out,2022-07-11,31.27305281187157,121.46384225854683
City Hotel,0,17,2022,November,6,21,23,0,13,3,0,1,FB,USA,Groups,Direct,0,0,0,G,A,1,No Deposit,14,,25,Transient,231.9975065713274,1,3,Check-Out,2022-11-28,31.24039774782739,121.58800131697869
City Hotel,0,179,2022,April,4,43,18,1,12,1,0,0,FB,ESP,Groups,Corporate,0,0,3,A,C,0,Refundable,8,,18,Transient,440.6807540679498,0,1,Check-Out,2023-08-11,31.164079867225574,121.47676471184101
Resort Hotel,0,189,2023,April,6,9,6,4,7,2,0,1,BB,GBR,Corporate,Corporate,0,0,3,F,E,2,Refundable,18,,27,Contract,353.8667126150174,1,2,Check-Out,2023-06-29,31.202238184176892,121.42094121294825
Resort Hotel,1,85,2023,October,5,11,4,4,14,4,0,0,FB,DEU,Groups,Corporate,0,2,0,H,C,3,Refundable,15,,28,Transient,369.42990691789254,2,4,Canceled,2022-11-13,31.267566096529194,121.42062430642792
City Hotel,0,180,2022,September,11,42,1,1,5,2,1,0,FB,GBR,Offline TA,Direct,0,0,1,B,H,4,No Deposit,10,,21,Transient,189.28260470662502,2,2,Check-Out,2023-12-23,31.15651750055137,121.51147345694736
Resort Hotel,0,292,2022,March,7,37,17,4,9,4,1,1,SC,DEU,Groups,Corporate,0,0,0,H,E,3,No Deposit,12,3,6,Transient,361.9191064297361,0,2,Check-Out,2023-12-30,31.192115535147458,121.456434615566
Resort Hotel,0,172,2022,January,4,51,28,3,9,1,2,0,BB,CHN,Offline TA,Corporate,0,2,3,H,G,3,No Deposit,20,,4,Group,69.49608778881854,0,0,Check-Out,2023-02-04,31.12731209033569,121.40730178416659
Resort Hotel,0,126,2023,April,1,7,14,1,13,3,3,0,HB,ESP,Offline TA,TA/TO,0,1,3,D,B,3,No Deposit,4,,11,Transient,82.50030378925364,1,1,Check-Out,2023-06-20,31.275292588310663,121.48354929853751
Resort Hotel,1,3,2023,February,9,12,18,2,1,1,1,1,FB,GBR,Groups,Corporate,0,1,2,C,C,2,No Deposit,8,10,13,Transient,405.3597086260746,0,2,Canceled,2022-04-21,31.16437579378439,121.42353614073755
City Hotel,1,316,2023,June,6,27,3,0,1,3,3,0,SC,USA,Groups,Direct,0,0,1,A,B,0,No Deposit,,,7,Contract,364.41362033534165,2,0,Canceled,2022-01-07,31.231398282619196,121.53512914121401
Resort Hotel,0,90,2022,March,2,33,21,4,7,4,0,0,BB,PRT,Groups,Direct,0,1,3,F,E,0,No Deposit,1,4,28,Transient,335.9998815536005,2,0,Check-Out,2022-07-14,31.28137476138123,121.50318324078647
City Hotel,1,102,2023,December,7,26,30,0,9,2,1,1,BB,CHN,Online TA,Direct,0,1,3,G,E,1,No Deposit,20,,6,Transient,237.82343166203256,2,2,Canceled,2023-04-15,31.144202777551968,121.59676562000232
City Hotel,1,246,2022,December,1,8,3,4,9,4,0,0,FB,PRT,Offline TA,Direct,0,2,4,C,A,3,No Deposit,16,,22,Transient,117.65251199697222,0,0,Canceled,2022-08-10,31.128025736347155,121.45788212606767
City Hotel,0,208,2022,May,2,16,23,3,7,4,2,0,HB,GBR,Corporate,Corporate,0,1,4,C,C,3,No Deposit,19,,16,Transient,385.06495706912506,0,0,Check-Out,2023-09-16,31.1526666752538,121.52288964656823
City Hotel,1,101,2022,June,9,19,28,2,12,2,2,1,FB,CHN,Groups,Direct,0,0,2,A,E,3,No Deposit,20,,21,Transient,485.0699817596582,0,4,Canceled,2022-03-20,31.272532924637233,121.54553784895715
City Hotel,0,249,2023,April,5,29,20,0,3,3,3,1,SC,ITA,Online TA,Corporate,0,0,2,A,G,4,No Deposit,13,,1,Transient,455.6423355981388,2,1,Check-Out,2022-08-07,31.21666041459163,121.498107207387
Resort Hotel,1,112,2023,November,7,19,30,4,0,2,1,0,BB,ITA,Groups,TA/TO,0,2,2,E,H,1,No Deposit,11,,8,Transient,373.2227639709625,0,1,Canceled,2023-08-28,31.101069078120457,121.59565552419117
City Hotel,0,114,2022,December,10,18,13,2,11,4,2,1,BB,CHN,Direct,Corporate,0,0,1,H,C,0,No Deposit,11,,5,Transient,473.06711513647645,2,2,Check-Out,2022-04-10,31.10050085541491,121.5439916634599
Resort Hotel,0,258,2022,June,9,17,11,3,2,2,3,1,SC,ITA,Online TA,Direct,1,2,4,H,D,2,Refundable,16,2,10,Transient,428.3727522931985,1,3,Check-Out,2022-11-13,31.24881186844211,121.4431256519972
Resort Hotel,0,208,2022,March,9,40,21,0,5,3,1,0,SC,ITA,Offline TA,Direct,0,1,1,H,D,3,No Deposit,11,,17,Transient-Party,305.54816460571885,0,3,Check-Out,2022-09-22,31.180704058906432,121.41252452979785
Resort Hotel,0,316,2022,April,8,11,18,3,7,1,1,0,SC,USA,Groups,Corporate,0,0,4,B,G,0,No Deposit,1,,8,Transient,317.2577454647499,0,1,Check-Out,2022-10-02,31.264502273629944,121.5018129181261
Resort Hotel,0,205,2023,September,1,37,2,0,10,2,2,1,BB,PRT,Offline TA,TA/TO,0,0,3,B,G,3,No Deposit,20,,12,Transient,138.47492372562067,0,1,Check-Out,2023-08-30,31.22622032083637,121.5417521001674
Resort Hotel,0,20,2022,June,8,41,26,0,4,3,2,0,FB,ITA,Direct,Direct,0,1,2,G,F,3,No Deposit,18,,28,Transient,175.2456245110281,1,4,Check-Out,2022-07-28,31.102793672564786,121.48816016622409
Resort Hotel,0,78,2022,November,2,40,1,3,9,3,2,0,SC,DEU,Offline TA,TA/TO,1,1,4,A,F,4,Non Refund,9,,21,Transient,370.2018279719748,0,0,Check-Out,2023-09-11,31.221981760941382,121.50776910747071
City Hotel,1,157,2023,February,5,7,3,1,7,1,1,1,FB,DEU,Online TA,TA/TO,0,2,4,G,F,3,No Deposit,1,,15,Transient,450.8073663027685,0,3,Canceled,2023-09-19,31.108369624151447,121.41840948562344
City Hotel,0,356,2022,May,2,10,1,0,13,1,0,1,HB,FRA,Groups,Corporate,1,2,3,G,E,0,Refundable,12,,19,Transient,394.3110139794486,2,1,Check-Out,2022-09-29,31.189471326555676,121.46675995090935
City Hotel,0,262,2022,March,3,33,27,2,1,1,3,0,BB,ITA,Corporate,Corporate,0,2,3,D,E,3,No Deposit,14,,15,Transient,149.0312474779303,0,2,No-Show,2022-12-18,31.251278900327133,121.47913569429008
