hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children,lead_time_group,avg_price_month_hotel,price_ratio,customer_Contract,customer_Group,customer_Transient,customer_Transient-Party,market_Corporate,market_Direct,market_Groups,market_Offline TA,market_Online TA,is_returning_customer,season,season_autumn,season_spring,season_summer,season_winter,is_peak_season,total_price
City Hotel,0,140,2023,February,2,34,9,3,5,2,3,1,BB,CHN,Offline TA,Direct,1,1,2,B,D,0,No Deposit,5.0,5.0,17,Contract,369.22972712456817,1,1,Check-Out,2022-11-13,31.299853765064867,121.57089534475776,2023-02-09,3,1,0,8,0.375,6,1,three_months,292.99685199897476,1.260183256596423,True,False,False,False,False,False,False,True,False,1,winter,False,False,False,True,1,2953.8378169965454
Resort Hotel,0,44,2023,July,7,13,9,0,8,2,1,0,FB,PRT,Corporate,Direct,0,2,2,H,C,2,Refundable,3.0,5.0,4,Transient,322.73739714691834,0,2,Check-Out,2022-11-07,31.104570293825457,121.51479752412747,2023-07-09,6,3,1,8,0.0,3,1,one_month,268.8445055347299,1.2004611978399777,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,2581.8991771753467
Resort Hotel,0,364,2022,July,7,35,23,1,10,4,1,0,SC,GBR,Direct,Direct,0,2,1,A,F,2,No Deposit,4.0,5.0,1,Contract,56.9912552978391,1,2,Check-Out,2022-08-05,31.241550051520267,121.54341016786644,2022-07-23,5,3,1,11,0.09090909090909091,5,1,six_months,268.8445055347299,0.21198594029096443,True,False,False,False,False,True,False,False,False,0,summer,False,False,True,False,1,626.9038082762302
City Hotel,0,114,2022,June,6,12,13,3,7,2,2,1,SC,USA,Corporate,Corporate,0,0,4,E,A,3,No Deposit,20.0,5.0,23,Group,400.8284926223809,1,3,Check-Out,2023-01-27,31.20961364495241,121.45025834197068,2022-06-13,0,2,0,10,0.3,5,1,three_months,278.5631512174122,1.438914267269842,False,True,False,False,True,False,False,False,False,0,summer,False,False,True,False,1,4008.284926223809
City Hotel,0,236,2022,January,1,26,13,2,5,1,3,1,SC,CHN,Groups,Corporate,0,0,0,B,E,4,No Deposit,12.0,5.0,28,Transient,202.9318963721271,2,3,Check-Out,2023-03-23,31.26633901172544,121.56501219737714,2022-01-13,3,1,0,7,0.2857142857142857,5,1,six_months,269.8322521451995,0.7520668665765254,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,1420.5232746048898
City Hotel,0,248,2022,August,8,31,2,1,1,1,0,1,BB,CHN,Online TA,Direct,0,1,3,D,C,4,No Deposit,8.0,5.0,21,Group,79.77145666396359,0,3,Check-Out,2022-04-03,31.18616728763812,121.50895896820508,2022-08-02,1,3,0,2,0.5,2,1,six_months,272.03898069668134,0.29323539023588446,False,True,False,False,False,False,False,False,True,0,summer,False,False,True,False,1,159.54291332792718
City Hotel,0,244,2022,April,4,29,14,1,14,1,1,0,SC,FRA,Direct,Direct,1,0,2,G,A,0,No Deposit,16.0,5.0,6,Transient,358.6087910811094,1,1,Check-Out,2022-10-18,31.28966997111191,121.55278736419544,2022-04-14,3,2,0,15,0.06666666666666667,2,1,six_months,276.53648823434116,1.2967865230761844,False,False,True,False,False,True,False,False,False,1,spring,False,True,False,False,0,5379.131866216641
Resort Hotel,1,274,2022,November,11,48,11,3,14,2,1,0,SC,USA,Online TA,Corporate,0,0,3,H,B,1,No Deposit,16.0,5.0,14,Transient,423.12515513737975,2,4,Canceled,2023-08-16,31.25619198978217,121.43151781249824,2022-11-11,4,4,0,17,0.17647058823529413,3,1,six_months,291.7169324824849,1.45046484458966,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,7193.127637335456
Resort Hotel,0,13,2023,March,3,47,15,4,1,4,1,1,HB,GBR,Offline TA,TA/TO,0,0,0,G,B,1,No Deposit,9.0,5.0,0,Transient,453.246893582754,0,4,Check-Out,2023-03-28,31.27654341014869,121.54334451926869,2023-03-15,2,1,0,5,0.8,6,1,one_week,295.855907985199,1.5319852717135158,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,2266.23446791377
Resort Hotel,0,308,2022,July,7,12,22,3,4,2,2,1,BB,ESP,Groups,Corporate,0,1,3,F,F,4,No Deposit,8.0,5.0,26,Transient,488.5212646903022,0,4,Check-Out,2023-02-10,31.17104344092859,121.51076789344134,2022-07-22,4,3,0,7,0.42857142857142855,5,1,six_months,268.8445055347299,1.8171145574228371,False,False,True,False,False,False,True,False,False,0,summer,False,False,True,False,1,3419.648852832115
City Hotel,0,151,2022,August,8,13,23,1,2,2,1,0,BB,ESP,Corporate,Corporate,0,0,0,H,E,3,No Deposit,18.0,5.0,22,Transient,365.93440413791205,2,3,Check-Out,2023-11-22,31.27766484859584,121.46367393393542,2022-08-23,1,3,0,3,0.3333333333333333,3,1,three_months,272.03898069668134,1.3451542981111315,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,1097.8032124137362
Resort Hotel,1,67,2023,September,9,9,28,3,3,4,0,0,HB,FRA,Groups,Direct,0,0,2,B,H,0,Non Refund,10.0,5.0,27,Contract,127.25994078874564,1,1,Canceled,2022-07-05,31.260495293773605,121.4871510059587,2023-09-28,3,3,0,6,0.5,4,0,one_month,274.8028019539465,0.4630954993321822,True,False,False,False,False,False,True,False,False,0,autumn,True,False,False,False,0,763.5596447324738
Resort Hotel,0,312,2023,June,6,36,10,2,4,3,0,0,BB,ITA,Offline TA,Corporate,0,1,4,F,H,3,No Deposit,10.0,5.0,0,Transient,287.3273787295996,1,2,Check-Out,2023-07-31,31.12963339001956,121.44426590076448,2023-06-10,5,2,1,6,0.3333333333333333,3,0,six_months,268.8770278595702,1.0686200342844674,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,1723.9642723775978
Resort Hotel,0,52,2023,May,5,18,18,4,6,4,0,1,BB,ESP,Offline TA,Corporate,0,2,4,B,E,3,Non Refund,13.0,5.0,3,Transient,187.31014724610117,1,0,Check-Out,2023-04-10,31.225463065043225,121.4214079225455,2023-05-18,3,2,0,10,0.4,5,1,one_month,271.9629902531011,0.6887339599839737,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,1873.1014724610118
Resort Hotel,1,115,2023,October,10,50,27,0,0,2,2,0,HB,ITA,Corporate,Corporate,0,0,0,B,D,0,Refundable,8.0,5.0,18,Transient,233.8793472106593,1,3,Canceled,2022-02-17,31.21369991189321,121.40074406244968,2023-10-27,4,4,0,0,0.0,4,1,three_months,281.86645522625616,0.829752327295998,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,0.0
City Hotel,0,256,2023,October,10,27,1,2,12,1,3,0,HB,USA,Groups,Corporate,0,2,1,H,F,0,No Deposit,17.0,5.0,1,Transient-Party,87.42736813479219,0,0,Check-Out,2022-03-14,31.11379402739161,121.58747694098597,2023-10-01,6,4,1,14,0.14285714285714285,4,1,six_months,289.2942120238467,0.3022091853244043,False,False,False,True,False,False,True,False,False,0,autumn,True,False,False,False,0,1223.9831538870906
City Hotel,0,142,2022,January,1,7,7,2,1,1,2,0,SC,DEU,Corporate,Direct,0,2,3,H,B,3,No Deposit,5.0,5.0,8,Transient,315.3997957014893,2,1,Check-Out,2022-02-11,31.27438359388089,121.59553478479069,2022-01-07,4,1,0,3,0.6666666666666666,3,1,three_months,269.8322521451995,1.1688735990380033,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,946.199387104468
Resort Hotel,0,153,2022,August,8,1,13,0,7,2,3,1,FB,ITA,Offline TA,Direct,0,2,4,E,C,3,No Deposit,13.0,5.0,21,Transient,350.3207350400916,1,4,Check-Out,2023-04-30,31.10415695724643,121.47384574468586,2022-08-13,5,3,1,7,0.0,6,1,three_months,274.1590766754122,1.2778009733919924,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,2452.2451452806413
City Hotel,0,280,2022,March,3,27,3,4,4,1,2,1,FB,GBR,Offline TA,Direct,0,0,3,F,C,3,No Deposit,2.0,5.0,0,Contract,428.373118118314,0,2,Check-Out,2022-12-07,31.287739457888275,121.44729484436434,2022-03-03,3,1,0,8,0.5,4,1,six_months,272.9333938998365,1.5695152285964762,True,False,False,False,False,False,False,True,False,0,spring,False,True,False,False,0,3426.984944946512
City Hotel,0,15,2023,September,9,8,7,4,8,3,1,1,FB,CHN,Groups,Direct,0,1,4,C,G,0,No Deposit,7.0,5.0,23,Transient,221.38348328386408,0,4,Check-Out,2023-04-25,31.177252924366652,121.50129219312102,2023-09-07,3,3,0,12,0.3333333333333333,5,1,one_week,273.82474692349155,0.8084860326583999,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,2656.601799406369
City Hotel,1,94,2022,December,12,46,11,0,10,2,1,0,SC,GBR,Direct,Corporate,0,1,3,H,D,1,No Deposit,12.0,5.0,20,Transient,219.0922597213592,1,2,Canceled,2022-10-30,31.12298771334872,121.58209399214964,2022-12-11,6,4,1,10,0.0,3,1,three_months,300.80748627597126,0.728347098118284,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,2190.922597213592
City Hotel,0,134,2023,November,11,26,5,0,8,4,2,1,HB,ITA,Corporate,Corporate,1,1,0,C,A,3,No Deposit,6.0,5.0,28,Transient-Party,245.27772219984544,2,0,Check-Out,2022-12-12,31.21107707309009,121.52477786110089,2023-11-05,6,4,1,8,0.0,7,1,three_months,259.72367910568494,0.9443795153542345,False,False,False,True,True,False,False,False,False,1,autumn,True,False,False,False,0,1962.2217775987635
City Hotel,1,354,2022,December,12,40,16,4,2,4,3,0,FB,USA,Offline TA,Corporate,0,0,2,A,F,2,No Deposit,19.0,5.0,25,Transient,493.1098177209333,1,0,Canceled,2022-10-04,31.167623756731743,121.41776749595836,2022-12-16,4,4,0,6,0.6666666666666666,7,1,six_months,300.80748627597126,1.63928705307732,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,2958.6589063255997
Resort Hotel,0,210,2022,January,1,22,20,1,12,4,0,1,SC,FRA,Online TA,Direct,0,1,3,C,F,2,No Deposit,11.0,5.0,18,Transient,277.3958763928333,1,0,Check-Out,2022-12-06,31.25579299895429,121.53523082532814,2022-01-20,3,1,0,13,0.07692307692307693,5,1,six_months,279.1492093590357,0.9937190115271032,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,3606.146393106833
City Hotel,0,211,2022,December,12,24,18,2,8,3,1,1,HB,GBR,Corporate,Corporate,0,2,2,C,G,2,No Deposit,10.0,5.0,14,Transient,160.7168921436521,2,2,Check-Out,2022-06-22,31.102735767527182,121.44852300001772,2022-12-18,6,4,1,10,0.2,5,1,six_months,300.80748627597126,0.5342848814480795,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,1607.168921436521
Resort Hotel,0,23,2023,February,2,1,19,0,8,3,2,1,FB,ESP,Online TA,Corporate,0,0,4,A,E,0,No Deposit,3.0,5.0,28,Transient,415.8058902128421,0,1,No-Show,2023-06-29,31.293037127632022,121.42564168259648,2023-02-19,6,1,1,8,0.0,6,1,one_week,288.53454791817074,1.441095678881289,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,3326.4471217027367
City Hotel,0,25,2022,November,11,36,14,2,9,3,1,1,FB,ESP,Online TA,Corporate,0,0,3,C,C,2,Refundable,11.0,5.0,29,Transient,157.1395800875173,2,1,Check-Out,2022-08-05,31.200589708334714,121.5995050719361,2022-11-14,0,4,0,11,0.18181818181818182,5,1,one_week,259.72367910568494,0.6050260054400937,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,1728.5353809626902
Resort Hotel,0,46,2023,March,3,17,10,4,1,3,2,1,FB,USA,Corporate,Corporate,0,2,0,G,A,4,No Deposit,11.0,5.0,19,Transient,472.6954771193514,1,2,Check-Out,2022-05-11,31.102242305005987,121.57615116087602,2023-03-10,4,1,0,5,0.8,6,1,one_month,295.855907985199,1.5977219462624328,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,2363.477385596757
City Hotel,0,259,2022,April,4,47,10,4,0,2,3,0,HB,FRA,Online TA,Direct,0,0,2,D,G,4,No Deposit,6.0,5.0,11,Transient,414.2815224911441,2,3,Check-Out,2023-08-29,31.113910956917675,121.50923858996472,2022-04-10,6,2,1,4,1.0,5,1,six_months,276.53648823434116,1.4981079897856941,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,1657.1260899645763
City Hotel,0,259,2023,February,2,24,15,0,3,1,1,0,HB,ESP,Offline TA,Direct,0,1,3,A,G,1,No Deposit,20.0,5.0,28,Transient,158.80485945289757,1,4,Check-Out,2023-04-02,31.13955800047573,121.42559785376405,2023-02-15,2,1,0,3,0.0,2,1,six_months,292.99685199897476,0.5420019306332112,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,476.4145783586927
City Hotel,0,173,2022,March,3,9,19,0,5,1,3,1,FB,FRA,Online TA,Corporate,0,2,4,A,D,4,Refundable,17.0,5.0,27,Transient,451.79385664891095,0,4,Check-Out,2022-08-13,31.17671831048417,121.40237913048288,2022-03-19,5,1,1,5,0.0,5,1,three_months,272.9333938998365,1.655326415699481,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,2258.969283244555
City Hotel,1,322,2022,July,7,26,22,1,4,4,0,1,SC,FRA,Groups,Corporate,0,1,0,H,C,0,Non Refund,17.0,5.0,5,Group,458.21703285456175,1,2,Canceled,2022-04-08,31.12718643769972,121.56101356028444,2022-07-22,4,3,0,5,0.2,5,1,six_months,274.8043908521611,1.6674298086491375,False,True,False,False,False,False,True,False,False,0,summer,False,False,True,False,1,2291.085164272809
Resort Hotel,1,258,2023,May,5,38,1,1,7,3,1,0,SC,FRA,Online TA,TA/TO,0,0,3,A,G,1,No Deposit,9.0,5.0,19,Transient-Party,284.864780231683,1,4,Canceled,2023-07-23,31.142768675484263,121.52701865857637,2023-05-01,0,2,0,8,0.125,4,1,six_months,271.9629902531011,1.0474395062599324,False,False,False,True,False,False,False,False,True,0,spring,False,True,False,False,0,2278.918241853464
City Hotel,1,149,2022,April,4,52,7,3,14,3,2,1,FB,FRA,Groups,TA/TO,0,2,3,E,G,2,No Deposit,18.0,5.0,8,Transient,258.64505349590127,2,1,Canceled,2023-11-12,31.17126604770004,121.52310720832573,2022-04-07,3,2,0,17,0.17647058823529413,6,1,three_months,276.53648823434116,0.9353017214738099,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,4396.9659094303215
City Hotel,0,15,2022,May,5,19,27,1,11,2,2,0,BB,CHN,Groups,Corporate,0,1,3,E,C,3,No Deposit,7.0,5.0,19,Transient,495.4400146873373,0,1,Check-Out,2022-12-11,31.258188712686337,121.58927873678206,2022-05-27,4,2,0,12,0.08333333333333333,4,1,one_week,280.51644474451695,1.7661710176690855,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,5945.280176248048
City Hotel,1,198,2022,July,7,43,14,4,10,3,1,1,FB,USA,Corporate,Corporate,1,0,2,F,D,4,No Deposit,1.0,5.0,16,Transient,195.99638368526143,1,1,Canceled,2023-10-02,31.185962539411623,121.48032540504548,2022-07-14,3,3,0,14,0.2857142857142857,5,1,six_months,274.8043908521611,0.7132214411766926,False,False,True,False,True,False,False,False,False,1,summer,False,False,True,False,1,2743.94937159366
City Hotel,1,311,2023,August,8,3,27,0,8,3,2,1,HB,PRT,Online TA,TA/TO,0,0,3,G,C,3,No Deposit,3.0,8.0,29,Transient,179.36024377305787,1,3,Canceled,2022-01-13,31.111945677457012,121.5462389261447,2023-08-27,6,3,1,8,0.0,6,1,six_months,272.03898069668134,0.6593181731299066,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,1434.881950184463
City Hotel,0,319,2022,June,6,30,7,0,12,1,0,0,BB,CHN,Offline TA,Corporate,0,1,2,B,C,0,No Deposit,15.0,5.0,23,Transient-Party,428.872660919864,2,1,Check-Out,2022-07-17,31.138480032867324,121.40255974040608,2022-06-07,1,2,0,12,0.0,1,0,six_months,278.5631512174122,1.539588632041065,False,False,False,True,False,False,False,True,False,0,summer,False,False,True,False,1,5146.471931038368
City Hotel,1,327,2022,June,6,24,18,0,8,1,2,1,BB,DEU,Online TA,TA/TO,0,2,0,A,F,0,Refundable,2.0,5.0,20,Transient,71.38900979765077,2,1,Canceled,2023-12-21,31.16164027032668,121.5586843497706,2022-06-18,5,2,1,8,0.0,4,1,six_months,278.5631512174122,0.2562758551720047,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,571.1120783812062
City Hotel,0,316,2022,April,4,1,14,2,1,1,1,1,FB,PRT,Direct,Direct,0,2,2,E,F,0,No Deposit,7.0,5.0,20,Transient,347.84146532526546,1,3,No-Show,2022-11-30,31.171933068891263,121.4641338064044,2022-04-14,3,2,0,3,0.6666666666666666,3,1,six_months,276.53648823434116,1.2578501576634595,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,1043.5243959757963
Resort Hotel,0,212,2022,December,12,7,14,3,2,1,2,1,BB,DEU,Corporate,Corporate,0,0,2,D,G,3,Refundable,5.0,5.0,16,Transient,256.0859231300949,0,3,Check-Out,2023-02-23,31.266829480281757,121.42681439246635,2022-12-14,2,4,0,5,0.6,4,1,six_months,281.1258555305912,0.9109298134344974,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,1280.4296156504745
Resort Hotel,0,2,2023,May,5,7,3,2,0,2,0,1,HB,USA,Offline TA,TA/TO,0,2,2,G,E,3,No Deposit,10.0,5.0,26,Transient,322.5802777453114,1,0,Check-Out,2022-10-10,31.166223795580244,121.58222714819348,2023-05-03,2,2,0,2,1.0,3,1,last_minute,271.9629902531011,1.186118292952668,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,645.1605554906228
Resort Hotel,0,291,2022,February,2,4,5,1,12,1,2,0,HB,ESP,Direct,Corporate,0,2,2,F,B,2,No Deposit,18.0,5.0,7,Transient,441.45102481920793,2,0,No-Show,2023-08-25,31.1086532796782,121.47118247898614,2022-02-05,5,1,1,13,0.07692307692307693,3,1,six_months,288.53454791817074,1.52997631654288,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,5738.863322649703
City Hotel,0,30,2022,December,12,5,17,2,9,2,0,1,HB,PRT,Direct,TA/TO,0,1,3,D,A,0,No Deposit,8.0,5.0,15,Transient,490.5917040445826,2,3,Check-Out,2023-07-04,31.13984824274864,121.44185287462123,2022-12-17,5,4,1,11,0.18181818181818182,3,1,one_week,300.80748627597126,1.6309158728665971,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,5396.508744490409
City Hotel,0,104,2023,January,1,31,6,1,0,4,3,0,SC,ESP,Online TA,Corporate,1,2,2,G,E,1,No Deposit,18.0,5.0,4,Transient,381.6960499342151,0,3,Check-Out,2023-01-06,31.27864113666041,121.54887279568328,2023-01-06,4,1,0,1,1.0,7,1,three_months,269.8322521451995,1.4145679284062032,False,False,True,False,False,False,False,False,True,1,winter,False,False,False,True,1,381.6960499342151
City Hotel,0,237,2022,August,8,8,10,0,5,4,2,1,SC,PRT,Offline TA,TA/TO,0,2,4,E,C,2,No Deposit,14.0,5.0,25,Transient,475.12464197693095,0,2,Check-Out,2022-01-18,31.13055036034384,121.54681469278027,2022-08-10,2,3,0,5,0.0,7,1,six_months,272.03898069668134,1.7465314741297555,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,2375.623209884655
City Hotel,1,230,2023,February,2,8,23,4,3,1,2,1,BB,DEU,Groups,Corporate,0,1,1,C,B,0,No Deposit,13.0,5.0,24,Transient,429.3243769977398,1,4,Canceled,2023-06-27,31.153231998737382,121.55326908183912,2023-02-23,3,1,0,7,0.5714285714285714,4,1,six_months,292.99685199897476,1.465286654340034,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,3005.2706389841787
City Hotel,1,342,2023,June,6,15,26,1,4,4,2,0,FB,FRA,Direct,TA/TO,0,0,1,A,F,4,Non Refund,20.0,5.0,9,Transient,181.40344362050217,1,4,Canceled,2022-07-03,31.28378936660852,121.54866251255378,2023-06-26,0,2,0,5,0.2,6,1,six_months,278.5631512174122,0.6512111987091965,False,False,True,False,False,True,False,False,False,0,summer,False,False,True,False,1,907.0172181025109
City Hotel,1,244,2022,December,12,34,17,2,0,1,1,0,HB,PRT,Offline TA,Direct,0,0,4,H,F,1,No Deposit,4.0,5.0,9,Transient-Party,385.714891675684,2,2,Canceled,2022-10-03,31.124028943975997,121.46978887146624,2022-12-17,5,4,1,2,1.0,2,1,six_months,300.80748627597126,1.2822649344631527,False,False,False,True,False,False,False,True,False,0,winter,False,False,False,True,1,771.429783351368
City Hotel,0,6,2022,October,10,18,10,1,13,2,0,1,BB,USA,Groups,Corporate,0,0,3,C,C,0,No Deposit,1.0,5.0,15,Contract,302.79525449015136,2,0,Check-Out,2022-03-18,31.1800697161546,121.46767397148528,2022-10-10,0,4,0,14,0.07142857142857142,3,1,last_minute,289.2942120238467,1.0466688993597695,True,False,False,False,False,False,True,False,False,0,autumn,True,False,False,False,0,4239.133562862119
Resort Hotel,0,166,2022,August,8,39,30,4,0,4,3,1,FB,CHN,Direct,Corporate,0,2,0,H,G,3,No Deposit,11.0,5.0,26,Transient,214.7972371905382,2,3,Check-Out,2023-10-15,31.17475101884148,121.46581308158194,2022-08-30,1,3,0,4,1.0,8,1,three_months,274.1590766754122,0.7834766581332091,False,False,True,False,False,True,False,False,False,0,summer,False,False,True,False,1,859.1889487621528
Resort Hotel,1,147,2022,January,1,13,7,3,8,1,2,0,SC,PRT,Groups,Corporate,0,0,3,H,D,4,No Deposit,1.0,10.0,22,Transient,381.91149791972975,2,0,Canceled,2023-10-26,31.100734699393588,121.4054585213422,2022-01-07,4,1,0,11,0.2727272727272727,3,1,three_months,279.1492093590357,1.3681267405222108,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,4201.026477117028
Resort Hotel,1,185,2023,March,3,25,22,1,3,2,3,1,FB,ESP,Corporate,Corporate,0,2,0,E,F,4,No Deposit,2.0,5.0,15,Transient,63.84988321512823,2,3,Canceled,2023-03-25,31.10035443837693,121.50796390569931,2023-03-22,2,1,0,4,0.25,6,1,six_months,295.855907985199,0.2158141226583939,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,255.39953286051292
City Hotel,0,201,2023,November,11,29,19,3,8,2,1,1,BB,USA,Groups,Corporate,0,0,4,A,G,4,No Deposit,17.0,5.0,29,Transient,432.1179893457074,0,4,No-Show,2023-04-08,31.185352835029352,121.58084654715206,2023-11-19,6,4,1,11,0.2727272727272727,4,1,six_months,259.72367910568494,1.663760465867546,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,4753.297882802781
Resort Hotel,0,140,2023,December,12,17,14,2,14,4,0,0,HB,DEU,Direct,TA/TO,0,0,4,E,C,4,No Deposit,9.0,5.0,13,Group,158.79369902695151,1,1,Check-Out,2023-04-21,31.179056082319715,121.40129905417773,2023-12-14,3,4,0,16,0.125,4,0,three_months,281.1258555305912,0.5648491446197559,False,True,False,False,False,True,False,False,False,0,winter,False,False,False,True,1,2540.6991844312242
Resort Hotel,1,172,2022,August,8,6,30,3,13,3,3,1,HB,ESP,Online TA,Corporate,0,2,0,D,G,0,Refundable,1.0,1.0,7,Transient,267.3283133591583,1,2,Canceled,2022-04-26,31.220226361173765,121.55735391372158,2022-08-30,1,3,0,16,0.1875,7,1,three_months,274.1590766754122,0.9750846720120044,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,4277.253013746533
City Hotel,0,352,2023,June,6,29,3,3,6,1,2,1,HB,ITA,Corporate,Direct,0,2,3,B,F,1,No Deposit,10.0,5.0,25,Transient,349.420749915027,0,3,No-Show,2023-03-18,31.152425007665894,121.47799920929592,2023-06-03,5,2,1,9,0.3333333333333333,4,1,six_months,278.5631512174122,1.254368168897946,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,3144.786749235243
Resort Hotel,0,285,2023,January,1,20,27,3,1,4,3,0,SC,PRT,Direct,Corporate,0,0,3,C,A,2,No Deposit,3.0,5.0,3,Transient,336.2905422614458,0,0,Check-Out,2022-09-25,31.170885628020606,121.4099383093631,2023-01-27,4,1,0,4,0.75,7,1,six_months,279.1492093590357,1.204698172112378,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,1345.1621690457832
Resort Hotel,1,24,2023,March,3,20,29,1,5,4,0,1,HB,PRT,Corporate,Direct,0,0,3,F,A,0,No Deposit,16.0,5.0,28,Transient,303.583762246736,1,1,Canceled,2022-08-12,31.152827439842827,121.59795132921916,2023-03-29,2,1,0,6,0.16666666666666666,5,1,one_week,295.855907985199,1.0261203310563047,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,1821.502573480416
City Hotel,1,193,2023,June,6,18,14,3,1,3,0,1,BB,ESP,Corporate,Corporate,0,0,4,E,E,1,No Deposit,12.0,5.0,18,Transient-Party,218.43440952132147,0,2,Canceled,2023-05-07,31.21622439106572,121.53436947639496,2023-06-14,2,2,0,4,0.75,4,1,six_months,278.5631512174122,0.7841468211667321,False,False,False,True,True,False,False,False,False,0,summer,False,False,True,False,1,873.7376380852859
Resort Hotel,0,307,2022,April,4,5,1,2,10,4,0,0,FB,FRA,Direct,Direct,0,0,0,A,E,2,No Deposit,18.0,5.0,12,Transient,63.72709569541609,1,0,Check-Out,2023-09-17,31.19649955970381,121.5630199740903,2022-04-01,4,2,0,12,0.16666666666666666,4,0,six_months,277.36235236957344,0.22976115954807907,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,764.725148344993
City Hotel,0,147,2023,September,9,28,14,0,2,1,2,1,FB,USA,Online TA,Corporate,0,1,3,C,E,4,No Deposit,13.0,5.0,18,Transient,283.9841156549212,1,0,Check-Out,2023-07-26,31.20882397815845,121.51578465620548,2023-09-14,3,3,0,2,0.0,4,1,three_months,273.82474692349155,1.0371017186926068,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,567.9682313098424
Resort Hotel,0,360,2023,September,9,14,2,3,12,2,1,0,BB,USA,Corporate,Corporate,1,2,1,G,H,1,Refundable,16.0,5.0,8,Transient,166.64413590354573,2,4,Check-Out,2023-08-09,31.154232368780388,121.49101026918837,2023-09-02,5,3,1,15,0.2,3,1,six_months,274.8028019539465,0.6064135253303319,False,False,True,False,True,False,False,False,False,1,autumn,True,False,False,False,0,2499.662038553186
Resort Hotel,0,38,2022,April,4,40,9,1,10,1,1,0,HB,USA,Groups,TA/TO,0,1,1,B,B,3,No Deposit,4.0,5.0,3,Transient,372.8673330039926,2,2,Check-Out,2022-07-11,31.27305281187157,121.46384225854683,2022-04-09,5,2,1,11,0.09090909090909091,2,1,one_month,277.36235236957344,1.3443328909583334,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,4101.540663043918
City Hotel,0,17,2022,November,11,21,23,0,13,3,0,1,FB,USA,Groups,Direct,0,0,0,G,A,1,No Deposit,14.0,5.0,25,Transient,231.9975065713274,1,3,Check-Out,2022-11-28,31.24039774782739,121.58800131697868,2022-11-23,2,4,0,13,0.0,4,1,one_week,259.72367910568494,0.8932474211445488,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,3015.967585427256
