hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children
Resort Hotel,0,343,2023,November,11,29,22,1,3,4,3,1,SC,PRT,Corporate,Direct,0,2,2,F,D,3,No Deposit,7.0,2.0,3,Contract,218.8767091676143,2,1,Check-Out,2022-03-19,31.23696280086212,121.42461664992652,2023-11-22,2,4,0,4,0.25,8,1
Resort Hotel,1,163,2023,October,10,19,30,2,9,3,0,1,FB,USA,Offline TA,TA/TO,1,2,3,H,H,1,No Deposit,14.0,5.0,0,Transient,196.0023837628146,2,4,Canceled,2023-01-21,31.28629883167688,121.48950596151558,2023-10-30,0,4,0,11,0.18181818181818182,4,1
City Hotel,0,35,2023,May,5,4,1,0,14,3,0,0,FB,ESP,Corporate,Direct,0,0,2,E,B,0,Refundable,19.0,5.0,14,Transient,98.5018887839928,2,3,Check-Out,2023-04-02,31.12679457564057,121.55351916379328,2023-05-01,0,2,0,14,0.0,3,0
City Hotel,1,240,2022,March,3,4,29,2,3,3,1,1,HB,DEU,Offline TA,Direct,0,0,1,E,H,0,No Deposit,13.0,5.0,2,Transient,239.7738517227763,2,2,Canceled,2022-03-10,31.28251089921252,121.46740276846548,2022-03-29,1,1,0,5,0.4,5,1
Resort Hotel,0,293,2022,June,6,40,25,0,5,2,0,1,SC,DEU,Direct,Direct,0,1,0,A,A,2,No Deposit,9.0,5.0,8,Transient,288.2986291078444,1,3,No-Show,2023-08-24,31.24170872220554,121.44505630383696,2022-06-25,5,2,1,5,0.0,3,1
Resort Hotel,0,19,2022,January,1,18,1,1,12,1,2,1,HB,FRA,Corporate,TA/TO,0,0,0,C,C,4,No Deposit,6.0,5.0,1,Transient,219.0526218870144,2,4,Check-Out,2023-11-02,31.260686861834916,121.4111633016472,2022-01-01,5,1,1,13,0.07692307692307693,4,1
City Hotel,1,306,2023,February,2,50,25,0,12,3,3,0,FB,GBR,Online TA,TA/TO,0,2,3,G,G,0,No Deposit,16.0,5.0,17,Transient,322.562406327566,0,4,Canceled,2022-12-18,31.13367438290545,121.55519969312438,2023-02-25,5,1,1,12,0.0,6,1
City Hotel,0,175,2022,February,2,47,11,1,11,2,0,1,BB,USA,Offline TA,Direct,0,0,1,G,C,4,No Deposit,3.0,5.0,8,Transient,165.37749032044596,0,3,No-Show,2023-06-13,31.202102705516765,121.42551522488148,2022-02-11,4,1,0,12,0.08333333333333333,3,1
Resort Hotel,0,58,2022,May,5,36,30,2,1,3,1,0,HB,ESP,Direct,Corporate,0,2,1,F,C,3,No Deposit,10.0,5.0,13,Transient,151.4706279135267,2,0,Check-Out,2023-12-18,31.24698211694498,121.41653758104329,2022-05-30,0,2,0,3,0.6666666666666666,4,1
Resort Hotel,1,1,2023,March,3,40,19,1,2,2,1,0,BB,CHN,Direct,Direct,0,0,3,H,A,3,No Deposit,4.0,5.0,23,Transient-Party,329.42780075396786,0,4,Canceled,2022-03-05,31.130113543094165,121.45441163709675,2023-03-19,6,1,1,3,0.3333333333333333,3,1
Resort Hotel,0,53,2022,June,6,26,17,3,2,3,1,0,BB,PRT,Corporate,TA/TO,0,1,2,A,H,1,Refundable,16.0,5.0,8,Transient,308.8112179097622,1,0,Check-Out,2022-09-22,31.222263246444857,121.41979664438976,2022-06-17,4,2,0,5,0.6,4,1
City Hotel,0,345,2022,February,2,48,12,1,4,4,1,1,FB,GBR,Direct,TA/TO,0,0,3,H,D,1,Refundable,6.0,5.0,7,Transient-Party,60.62345880202432,2,4,Check-Out,2022-08-25,31.182250072368465,121.49531521849148,2022-02-12,5,1,1,5,0.2,6,1
Resort Hotel,0,136,2022,February,2,10,24,4,7,2,1,1,BB,USA,Groups,Corporate,0,0,0,A,B,2,No Deposit,11.0,5.0,10,Transient,134.8575725863268,2,0,Check-Out,2023-03-23,31.2743255913953,121.51894849844108,2022-02-24,3,1,0,11,0.36363636363636365,4,1
Resort Hotel,0,288,2022,December,12,47,16,4,6,3,3,0,SC,USA,Online TA,Direct,0,0,4,H,A,0,No Deposit,11.0,5.0,28,Transient-Party,372.27522854645446,1,3,Check-Out,2023-05-07,31.197351304230533,121.52308952663424,2022-12-16,4,4,0,10,0.4,6,1
City Hotel,0,331,2023,November,11,28,29,2,6,1,0,0,SC,GBR,Offline TA,Corporate,0,2,2,D,F,4,No Deposit,1.0,3.0,10,Group,229.1466898622343,1,2,Check-Out,2023-09-16,31.257974503159577,121.4072567216705,2023-11-29,2,4,0,8,0.25,1,0
Resort Hotel,0,101,2023,November,11,9,26,3,8,1,2,0,HB,CHN,Offline TA,TA/TO,0,1,4,H,G,0,No Deposit,3.0,6.0,20,Transient,394.84255975392784,0,2,Check-Out,2023-01-15,31.127860850001426,121.52464506804692,2023-11-26,6,4,1,11,0.2727272727272727,3,1
City Hotel,1,63,2022,May,5,18,5,0,1,2,1,1,HB,ITA,Corporate,Corporate,1,2,1,E,F,0,No Deposit,16.0,5.0,8,Transient,473.7261701361901,2,2,Canceled,2022-06-14,31.235071238912017,121.58381800042514,2022-05-05,3,2,0,1,0.0,4,1
Resort Hotel,0,330,2022,July,7,11,5,1,11,3,0,1,SC,ITA,Online TA,Corporate,0,1,4,C,A,0,No Deposit,15.0,5.0,2,Transient,75.58837272683675,2,2,No-Show,2022-04-13,31.119316533827504,121.52644306808769,2022-07-05,1,3,0,12,0.08333333333333333,4,1
City Hotel,1,220,2023,December,12,11,16,3,2,1,0,1,SC,GBR,Direct,Direct,0,0,1,E,G,4,No Deposit,12.0,5.0,15,Transient-Party,239.0703447550336,0,3,Canceled,2023-04-11,31.24701263137265,121.5330165841182,2023-12-16,5,4,1,5,0.6,2,1
City Hotel,1,288,2022,October,10,46,11,1,4,2,2,1,BB,ESP,Groups,TA/TO,0,2,1,E,F,4,No Deposit,3.0,5.0,8,Transient,72.11086209318844,2,2,Canceled,2023-12-06,31.294083316521853,121.54193649704878,2022-10-11,1,4,0,5,0.2,5,1
Resort Hotel,1,23,2022,June,6,45,6,0,2,2,2,0,HB,DEU,Direct,Direct,0,1,4,E,B,4,Refundable,12.0,5.0,6,Transient,443.09940866770506,0,3,Canceled,2022-11-16,31.22421016953738,121.41650430853394,2022-06-06,0,2,0,2,0.0,4,1
Resort Hotel,0,113,2022,April,4,43,6,2,12,1,3,0,HB,GBR,Offline TA,Corporate,0,1,2,A,E,3,No Deposit,9.0,5.0,5,Transient,200.7321159008325,1,2,Check-Out,2023-08-06,31.19112159665088,121.41229546835854,2022-04-06,2,2,0,14,0.14285714285714285,4,1
Resort Hotel,0,88,2023,February,2,50,11,0,11,3,2,0,BB,CHN,Direct,Direct,0,1,1,A,A,0,No Deposit,11.0,5.0,11,Transient,426.3391039990735,1,4,Check-Out,2022-10-14,31.25088088673957,121.44015526776334,2023-02-11,5,1,1,11,0.0,5,1
City Hotel,0,251,2023,March,3,34,30,3,7,3,1,0,BB,ESP,Direct,TA/TO,0,2,0,A,G,1,Refundable,18.0,5.0,6,Transient,259.5438555494504,1,4,No-Show,2022-07-06,31.254700760946672,121.50340699859667,2023-03-30,3,1,0,10,0.3,4,1
Resort Hotel,0,354,2022,March,3,52,1,0,6,1,2,1,FB,PRT,Online TA,Direct,0,1,4,B,A,4,No Deposit,9.0,5.0,8,Group,286.04408143511307,2,1,Check-Out,2022-07-21,31.218770288330827,121.56860883340022,2022-03-01,1,1,0,6,0.0,4,1
City Hotel,0,64,2022,April,4,28,4,2,1,1,1,0,BB,FRA,Offline TA,Corporate,0,0,1,E,G,3,No Deposit,2.0,5.0,2,Transient,492.450275944367,2,4,No-Show,2022-07-27,31.29820626182748,121.44727618125184,2022-04-04,0,2,0,3,0.6666666666666666,2,1
Resort Hotel,1,340,2023,July,7,36,29,1,10,4,2,1,BB,FRA,Online TA,TA/TO,0,1,2,F,G,1,No Deposit,15.0,5.0,18,Transient,299.5504348530102,2,3,Canceled,2023-06-17,31.21985701870601,121.4322690154399,2023-07-29,5,3,1,11,0.09090909090909091,7,1
City Hotel,0,328,2022,July,7,27,15,3,9,3,2,0,HB,PRT,Corporate,Direct,0,1,2,F,C,0,No Deposit,13.0,5.0,8,Transient,264.09930995101234,1,3,No-Show,2022-11-08,31.11754083966088,121.42636275133664,2022-07-15,4,3,0,12,0.25,5,1
Resort Hotel,0,196,2022,February,2,51,19,4,13,2,1,1,SC,PRT,Offline TA,Corporate,0,0,4,E,G,2,No Deposit,2.0,5.0,1,Transient,119.07456351377502,1,3,No-Show,2022-06-17,31.101793034103498,121.54739962076856,2022-02-19,5,1,1,17,0.23529411764705882,4,1
Resort Hotel,1,90,2022,October,10,15,24,3,8,1,0,1,HB,GBR,Online TA,Corporate,0,2,3,F,E,0,Refundable,20.0,5.0,25,Transient,230.94843140793816,2,0,Canceled,2023-02-11,31.24546716301011,121.45251250841584,2022-10-24,0,4,0,11,0.2727272727272727,2,1
Resort Hotel,1,202,2022,June,6,31,21,3,8,3,0,1,FB,FRA,Groups,Corporate,0,0,4,C,G,2,No Deposit,14.0,5.0,10,Transient,92.4541498438782,1,2,Canceled,2023-12-08,31.140919244494025,121.52609749413408,2022-06-21,1,2,0,11,0.2727272727272727,4,1
Resort Hotel,0,130,2023,November,11,27,16,4,9,2,0,1,SC,USA,Corporate,Corporate,1,2,2,D,H,4,No Deposit,11.0,5.0,29,Contract,69.26363640444573,0,0,Check-Out,2023-06-22,31.11294320382661,121.40492959907178,2023-11-16,3,4,0,13,0.3076923076923077,3,1
City Hotel,0,77,2022,March,3,29,10,2,8,3,3,0,BB,CHN,Online TA,TA/TO,0,2,2,F,E,0,No Deposit,1.0,5.0,11,Transient,414.2377574784112,2,1,Check-Out,2023-07-20,31.29348301705901,121.54103561576714,2022-03-10,3,1,0,10,0.2,6,1
City Hotel,0,96,2023,June,6,30,18,1,12,2,1,1,HB,GBR,Groups,Corporate,1,2,1,A,A,2,No Deposit,3.0,5.0,22,Transient,226.83430723360635,1,3,Check-Out,2022-10-21,31.247408275501712,121.44479346254684,2023-06-18,6,2,1,13,0.07692307692307693,4,1
City Hotel,1,138,2023,March,3,42,1,4,13,1,1,0,BB,ESP,Direct,Direct,0,1,1,E,C,1,No Deposit,8.0,5.0,11,Contract,498.8591120476274,2,3,Canceled,2022-01-24,31.122376538586277,121.47231522916752,2023-03-01,2,1,0,17,0.23529411764705882,2,1
City Hotel,1,331,2022,September,9,50,3,2,9,4,1,0,HB,DEU,Online TA,TA/TO,0,1,4,B,H,2,Non Refund,18.0,5.0,19,Transient,131.37223476783083,2,2,Canceled,2023-06-13,31.23074276199285,121.55401953130789,2022-09-03,5,3,1,11,0.18181818181818182,5,1
Resort Hotel,0,74,2023,September,9,25,29,3,13,2,0,0,BB,USA,Corporate,TA/TO,0,1,4,H,B,0,Non Refund,11.0,5.0,0,Transient,289.0250245733053,0,1,Check-Out,2023-03-15,31.257074710706707,121.44752036747998,2023-09-29,4,3,0,16,0.1875,2,0
Resort Hotel,0,228,2022,September,9,41,30,1,3,3,3,1,BB,GBR,Groups,Corporate,0,0,0,H,F,2,No Deposit,11.0,5.0,15,Transient,421.410267191018,1,3,Check-Out,2022-09-15,31.24090932189297,121.5783613306786,2022-09-30,4,3,0,4,0.25,7,1
Resort Hotel,0,112,2023,September,9,27,28,4,4,2,1,1,FB,USA,Offline TA,Corporate,1,2,4,B,H,1,No Deposit,9.0,5.0,13,Contract,89.14717312526889,2,1,Check-Out,2022-03-21,31.18623508214063,121.5187543068235,2023-09-28,3,3,0,8,0.5,4,1
Resort Hotel,0,327,2022,August,8,36,29,0,1,2,1,1,BB,USA,Corporate,Direct,0,2,0,C,H,4,No Deposit,4.0,5.0,20,Transient,334.0703813872343,2,0,No-Show,2023-03-11,31.141001106593087,121.55074488160324,2022-08-29,0,3,0,1,0.0,4,1
Resort Hotel,1,200,2023,May,5,15,14,1,4,4,1,1,FB,USA,Direct,Corporate,0,1,4,A,B,2,No Deposit,5.0,5.0,17,Transient,335.5190450255455,0,2,Canceled,2022-02-01,31.2988176793768,121.49379782364412,2023-05-14,6,2,1,5,0.2,6,1
City Hotel,0,249,2023,April,4,40,8,0,14,1,1,0,BB,ITA,Direct,Direct,0,1,0,D,B,4,No Deposit,19.0,5.0,23,Transient,176.12976676747968,0,3,Check-Out,2022-07-25,31.25440488700312,121.55933085950866,2023-04-08,5,2,1,14,0.0,2,1
Resort Hotel,0,167,2022,May,5,11,3,0,12,2,3,1,HB,CHN,Groups,TA/TO,0,1,3,F,H,4,No Deposit,17.0,5.0,24,Transient,145.97624277120826,0,4,Check-Out,2023-05-03,31.118680573273387,121.48451754048658,2022-05-03,1,2,0,12,0.0,6,1
Resort Hotel,0,40,2023,April,4,44,3,2,12,1,0,1,SC,ESP,Online TA,TA/TO,0,0,3,G,A,1,No Deposit,10.0,5.0,2,Group,81.9238825237282,0,4,Check-Out,2023-10-22,31.226340621515536,121.43475299307444,2023-04-03,0,2,0,14,0.14285714285714285,2,1
City Hotel,1,276,2022,July,7,4,11,4,4,3,1,1,FB,ESP,Direct,Direct,0,2,1,B,C,0,No Deposit,1.0,5.0,21,Transient,221.57406223313512,0,2,Canceled,2023-07-09,31.28881505521405,121.44300694236485,2022-07-11,0,3,0,8,0.5,5,1
City Hotel,0,225,2022,December,12,43,17,2,6,3,1,0,HB,DEU,Online TA,TA/TO,0,1,3,B,E,0,No Deposit,6.0,2.0,29,Transient,83.20094340915092,0,0,Check-Out,2022-07-02,31.28047773474084,121.50646544813814,2022-12-17,5,4,1,8,0.25,4,1
City Hotel,0,177,2023,July,7,14,28,1,12,3,0,1,FB,ESP,Offline TA,Direct,0,2,0,E,F,3,No Deposit,11.0,3.0,8,Transient,85.99073527589319,1,4,Check-Out,2023-08-13,31.20257425509783,121.46452012698418,2023-07-28,4,3,0,13,0.07692307692307693,4,1
Resort Hotel,0,303,2023,April,4,38,5,2,14,1,0,1,BB,PRT,Corporate,Corporate,0,2,1,A,F,3,No Deposit,20.0,5.0,5,Transient,475.33149593962304,1,0,Check-Out,2022-04-05,31.234660611430947,121.574873565993,2023-04-05,2,2,0,16,0.125,2,1
City Hotel,0,63,2022,April,4,38,12,3,10,2,3,1,BB,GBR,Direct,TA/TO,0,1,1,G,E,4,Refundable,6.0,5.0,5,Transient-Party,52.97004530301426,2,0,Check-Out,2023-10-12,31.11498911787432,121.55568889719753,2022-04-12,1,2,0,13,0.23076923076923078,6,1
Resort Hotel,0,18,2023,May,5,20,30,1,11,4,3,1,FB,ESP,Offline TA,TA/TO,0,0,2,A,D,3,Non Refund,20.0,10.0,4,Transient,437.3700106397202,0,1,Check-Out,2022-08-23,31.138089302484325,121.47152862152969,2023-05-30,1,2,0,12,0.08333333333333333,8,1
City Hotel,0,320,2022,January,1,49,6,0,3,4,1,1,FB,PRT,Corporate,Direct,0,0,1,D,H,0,No Deposit,9.0,5.0,0,Transient,109.23638623924302,2,2,Check-Out,2023-03-31,31.295020560423183,121.55224816017002,2022-01-06,3,1,0,3,0.0,6,1
City Hotel,0,73,2022,October,10,47,3,1,11,3,2,1,HB,PRT,Groups,Direct,1,1,4,G,E,3,Refundable,13.0,5.0,11,Transient,490.58255126626415,2,2,Check-Out,2022-02-11,31.211339038154584,121.51292675556302,2022-10-03,0,4,0,12,0.08333333333333333,6,1
City Hotel,0,140,2023,November,11,41,11,2,6,4,3,0,BB,USA,Offline TA,TA/TO,0,1,2,F,E,1,No Deposit,14.0,5.0,27,Transient-Party,335.169321240518,2,4,Check-Out,2023-09-25,31.210121368848544,121.55855013460628,2023-11-11,5,4,1,8,0.25,7,1
Resort Hotel,0,201,2023,February,2,43,25,0,9,1,2,0,HB,USA,Direct,Corporate,0,1,4,H,C,3,Refundable,18.0,5.0,5,Transient,493.2134557904444,1,3,Check-Out,2023-06-22,31.107340348621907,121.58849119076692,2023-02-25,5,1,1,9,0.0,3,1
City Hotel,0,204,2022,November,11,52,17,3,13,3,2,0,FB,CHN,Direct,TA/TO,0,2,0,D,F,2,No Deposit,9.0,5.0,1,Group,130.0441686364412,2,3,Check-Out,2023-04-20,31.1412544268263,121.54347747282796,2022-11-17,3,4,0,16,0.1875,5,1
City Hotel,0,197,2022,December,12,20,29,0,5,1,3,0,BB,DEU,Groups,Direct,0,2,2,F,B,0,No Deposit,14.0,5.0,29,Transient-Party,192.34339867534584,1,3,Check-Out,2023-06-21,31.24349903037287,121.43959520593027,2022-12-29,3,4,0,5,0.0,4,1
City Hotel,1,293,2022,December,12,50,11,1,14,1,0,0,FB,USA,Corporate,TA/TO,1,2,4,C,C,3,No Deposit,18.0,5.0,14,Transient,489.4541605127654,1,3,Canceled,2023-08-14,31.246900784380617,121.5429375356436,2022-12-11,6,4,1,15,0.06666666666666667,1,0
City Hotel,0,151,2022,November,11,48,28,1,3,2,3,1,SC,CHN,Offline TA,TA/TO,0,1,1,B,C,0,No Deposit,2.0,5.0,25,Transient,174.79741951411827,0,3,Check-Out,2023-11-14,31.102959217039185,121.5460444704004,2022-11-28,0,4,0,4,0.25,6,1
Resort Hotel,0,66,2023,September,9,51,26,0,12,4,0,1,SC,GBR,Direct,TA/TO,0,1,0,D,G,2,No Deposit,6.0,5.0,6,Transient-Party,156.59577319924335,0,3,Check-Out,2022-06-24,31.218220126522294,121.4472372076051,2023-09-26,1,3,0,12,0.0,5,1
City Hotel,0,80,2022,September,9,20,13,3,1,2,3,1,BB,ESP,Groups,Corporate,0,1,4,A,A,4,No Deposit,3.0,5.0,2,Transient-Party,51.2110558342096,0,4,Check-Out,2023-03-12,31.233391061148456,121.45816538551507,2022-09-13,1,3,0,4,0.75,6,1
City Hotel,0,317,2022,February,2,10,23,0,10,3,2,1,BB,ITA,Direct,Direct,0,0,4,G,E,2,No Deposit,10.0,5.0,23,Transient,341.1975056614108,1,1,No-Show,2023-11-23,31.10921900250662,121.4556612598039,2022-02-23,2,1,0,10,0.0,6,1
Resort Hotel,0,63,2023,February,2,24,15,3,8,1,1,0,FB,GBR,Online TA,TA/TO,0,2,4,C,C,3,No Deposit,16.0,5.0,27,Transient-Party,245.44038216464116,2,0,Check-Out,2022-04-04,31.22178873045139,121.539749064972,2023-02-15,2,1,0,11,0.2727272727272727,2,1
Resort Hotel,0,81,2023,January,1,34,15,4,9,4,1,1,FB,GBR,Offline TA,Corporate,0,0,4,C,C,1,Refundable,2.0,5.0,5,Transient,120.59195447824835,2,2,Check-Out,2023-04-29,31.286230011189183,121.4303660693787,2023-01-15,6,1,1,13,0.3076923076923077,6,1
City Hotel,0,237,2022,August,8,35,8,1,4,4,1,0,BB,DEU,Corporate,Direct,0,2,2,F,F,0,No Deposit,20.0,5.0,25,Transient-Party,167.09588666187145,0,4,Check-Out,2022-02-15,31.280814105752608,121.44780643253767,2022-08-08,0,3,0,5,0.2,5,1
City Hotel,0,326,2022,April,4,32,8,4,9,3,1,0,FB,PRT,Offline TA,Direct,0,0,4,C,H,1,No Deposit,11.0,5.0,2,Transient,273.18497304938745,1,2,Check-Out,2022-06-07,31.155187397608863,121.44210785592789,2022-04-08,4,2,0,13,0.3076923076923077,4,1
Resort Hotel,0,326,2022,January,1,42,17,0,4,2,2,1,HB,GBR,Online TA,Corporate,0,1,1,G,D,1,Refundable,15.0,5.0,20,Group,279.9174088190395,1,1,Check-Out,2022-08-23,31.29572278372642,121.5645805465252,2022-01-17,0,1,0,4,0.0,5,1
City Hotel,0,295,2023,March,3,26,14,4,2,3,1,0,BB,GBR,Online TA,TA/TO,0,0,2,G,D,3,Refundable,8.0,5.0,6,Transient-Party,107.20795401753814,0,0,Check-Out,2022-10-26,31.26448855242655,121.5027397651181,2023-03-14,1,1,0,6,0.6666666666666666,4,1
Resort Hotel,0,182,2022,October,10,9,8,1,5,4,0,0,SC,USA,Direct,Direct,0,0,4,E,C,1,No Deposit,18.0,5.0,26,Contract,150.09620866307938,1,3,Check-Out,2022-11-27,31.188305868197727,121.56013320357545,2022-10-08,5,4,1,6,0.16666666666666666,4,0
City Hotel,0,136,2022,June,6,46,22,4,12,4,1,1,HB,ITA,Corporate,Direct,0,2,3,B,D,4,Non Refund,18.0,5.0,18,Transient,113.05135900203165,0,2,Check-Out,2023-12-26,31.205178681900744,121.42855222217293,2022-06-22,2,2,0,16,0.25,6,1
City Hotel,0,272,2023,July,7,30,7,0,14,2,2,1,FB,USA,Corporate,TA/TO,0,0,0,F,F,1,No Deposit,15.0,5.0,7,Transient-Party,183.23867557426195,1,4,Check-Out,2022-10-09,31.28482035448482,121.5395072255789,2023-07-07,4,3,0,14,0.0,5,1
Resort Hotel,0,204,2022,December,12,15,26,3,1,4,1,1,HB,ITA,Online TA,Corporate,0,1,2,A,A,0,No Deposit,18.0,5.0,14,Transient,303.69324434017415,2,3,Check-Out,2022-02-06,31.182066554626594,121.58538397020706,2022-12-26,0,4,0,4,0.75,6,1
City Hotel,0,175,2022,December,12,18,16,0,3,2,3,0,SC,PRT,Online TA,Corporate,0,2,0,F,H,1,No Deposit,7.0,5.0,3,Group,306.1378818843066,0,4,Check-Out,2022-08-12,31.273380819621607,121.40919139633652,2022-12-16,4,4,0,3,0.0,5,1
Resort Hotel,0,243,2023,March,3,51,18,1,1,3,0,0,SC,FRA,Corporate,Corporate,0,0,2,G,C,2,No Deposit,8.0,5.0,8,Transient,365.5398197586389,2,4,Check-Out,2022-11-08,31.276795053514974,121.58481050818835,2023-03-18,5,1,1,2,0.5,3,0
City Hotel,0,297,2023,September,9,15,23,0,10,1,2,1,FB,CHN,Groups,TA/TO,0,0,4,B,H,0,No Deposit,20.0,5.0,14,Transient,366.786541944513,1,4,Check-Out,2023-12-12,31.167665492863406,121.444814922518,2023-09-23,5,3,1,10,0.0,4,1
Resort Hotel,0,71,2023,December,12,13,6,2,5,3,0,0,SC,ITA,Online TA,Corporate,0,1,3,D,A,1,Refundable,14.0,5.0,22,Transient,304.9107830419744,2,0,Check-Out,2023-01-19,31.17684325221755,121.51239805301262,2023-12-06,2,4,0,7,0.2857142857142857,3,0
Resort Hotel,1,136,2023,January,1,30,27,4,12,1,1,1,HB,USA,Online TA,TA/TO,0,1,2,G,C,4,No Deposit,2.0,5.0,21,Transient,167.997310483892,1,3,Canceled,2023-05-04,31.129409296726617,121.55148439153608,2023-01-27,4,1,0,16,0.25,3,1
City Hotel,1,84,2023,May,5,50,3,2,10,2,3,1,SC,ESP,Corporate,Corporate,1,2,0,G,B,1,No Deposit,18.0,5.0,13,Contract,194.2065115088497,0,3,Canceled,2023-08-12,31.228083573301248,121.54343691925976,2023-05-03,2,2,0,12,0.16666666666666666,6,1
City Hotel,1,196,2022,July,7,45,17,4,13,1,0,0,HB,FRA,Online TA,Corporate,1,2,1,H,D,0,No Deposit,3.0,5.0,12,Transient,114.06029128870952,1,2,Canceled,2022-02-06,31.20712074503945,121.50413199722804,2022-07-17,6,3,1,17,0.23529411764705882,1,0
City Hotel,0,291,2022,April,4,26,20,2,2,4,1,1,HB,USA,Corporate,TA/TO,0,1,1,C,G,3,No Deposit,5.0,5.0,9,Contract,287.7347114493173,2,2,Check-Out,2023-04-10,31.275566089703783,121.4891928592,2022-04-20,2,2,0,4,0.5,6,1
Resort Hotel,1,52,2023,August,8,45,20,2,13,1,3,1,BB,USA,Offline TA,Direct,0,2,4,H,E,3,No Deposit,11.0,5.0,26,Transient,379.1315720443568,0,2,Canceled,2022-07-10,31.10761615528593,121.56805839951296,2023-08-20,6,3,1,15,0.13333333333333333,5,1
Resort Hotel,0,278,2023,April,4,16,16,3,10,3,0,1,FB,FRA,Offline TA,Direct,0,1,2,G,C,2,No Deposit,20.0,5.0,6,Transient,97.00125743833068,2,4,Check-Out,2022-07-24,31.11442393578057,121.46293259606404,2023-04-16,6,2,1,13,0.23076923076923078,4,1
Resort Hotel,1,165,2023,September,9,17,20,0,8,3,2,1,FB,ESP,Online TA,TA/TO,0,1,1,A,F,4,No Deposit,11.0,5.0,21,Transient-Party,129.0179072869039,1,4,Canceled,2023-01-18,31.234070519385483,121.48417649851162,2023-09-20,2,3,0,8,0.0,6,1
Resort Hotel,0,52,2022,January,1,10,30,0,12,3,1,1,HB,ESP,Direct,Direct,0,0,3,F,C,1,Refundable,1.0,5.0,3,Transient,243.6696439884778,1,3,Check-Out,2023-03-19,31.20139130624053,121.5665037279902,2022-01-30,6,1,1,12,0.0,5,1
City Hotel,0,165,2022,November,11,46,25,3,0,2,3,0,BB,GBR,Offline TA,Direct,0,2,0,B,H,4,No Deposit,3.0,5.0,16,Transient,64.801877176895,2,3,Check-Out,2023-10-21,31.144737124301944,121.42919301748596,2022-11-25,4,4,0,3,1.0,5,1
Resort Hotel,1,130,2022,June,6,8,10,0,0,4,3,0,HB,ITA,Direct,TA/TO,0,1,3,D,C,3,No Deposit,4.0,5.0,28,Group,266.27848162064925,1,4,Canceled,2022-06-28,31.14128753155175,121.43211188518409,2022-06-10,4,2,0,0,0.0,7,1
City Hotel,1,36,2022,April,4,12,29,3,9,3,2,1,HB,ITA,Groups,Direct,0,1,0,D,D,4,No Deposit,5.0,5.0,11,Transient-Party,67.94242212938069,0,4,Canceled,2022-10-30,31.18285221073476,121.51505854109244,2022-04-29,4,2,0,12,0.25,6,1
City Hotel,0,273,2023,September,9,46,26,3,2,2,2,0,FB,CHN,Groups,Corporate,0,1,4,E,D,1,No Deposit,4.0,5.0,19,Transient,368.7247450970276,1,0,Check-Out,2023-03-13,31.228876874361347,121.52099542791206,2023-09-26,1,3,0,5,0.6,4,1
City Hotel,0,315,2022,June,6,45,3,3,12,3,3,0,SC,FRA,Offline TA,TA/TO,0,0,0,C,F,0,No Deposit,19.0,8.0,15,Transient,471.18616066354633,2,3,Check-Out,2023-04-19,31.12543758336768,121.48243862999207,2022-06-03,4,2,0,15,0.2,6,1
Resort Hotel,0,11,2022,October,10,23,7,4,2,4,1,1,HB,GBR,Offline TA,TA/TO,0,1,4,E,E,0,No Deposit,4.0,5.0,22,Transient-Party,250.7443636223852,0,0,Check-Out,2022-04-29,31.26085437525837,121.4056371339653,2022-10-07,4,4,0,6,0.6666666666666666,6,1
Resort Hotel,0,356,2023,November,11,31,20,0,14,1,3,1,FB,FRA,Offline TA,TA/TO,1,2,4,E,A,1,Refundable,6.0,5.0,9,Transient,399.999452531734,2,0,Check-Out,2023-07-30,31.26915472169116,121.5114803059979,2023-11-20,0,4,0,14,0.0,5,1
City Hotel,0,329,2022,July,7,4,6,3,14,4,2,1,HB,ESP,Corporate,TA/TO,0,2,2,F,B,1,Non Refund,6.0,5.0,20,Transient,388.2673495682974,2,2,Check-Out,2022-11-12,31.284197597959214,121.5871852862659,2022-07-06,2,3,0,17,0.17647058823529413,7,1
Resort Hotel,0,354,2023,March,3,7,7,1,1,2,2,0,SC,GBR,Corporate,Direct,0,0,4,C,H,1,No Deposit,19.0,5.0,11,Transient,374.4154444303917,0,2,Check-Out,2022-10-18,31.27834826652516,121.5279060235317,2023-03-07,1,1,0,2,0.5,4,1
City Hotel,0,216,2022,January,1,50,16,1,9,2,1,1,BB,CHN,Online TA,Direct,0,0,0,E,F,2,Refundable,10.0,5.0,13,Transient,460.7912831780365,2,4,Check-Out,2023-09-08,31.21290008220119,121.43498594479944,2022-01-16,6,1,1,10,0.1,4,1
